Entity,Code,Date,Total confirmed deaths (deaths),Daily new confirmed deaths (deaths),Days Since Third Death,Daily Confirmed Deaths avg
Sweden,SWE,"Mar 17, 2020",7,4,0,749.8571428571429
Sweden,SWE,"Mar 18, 2020",8,1,1,630.2857142857143
Sweden,SWE,"Mar 19, 2020",10,2,2,514.5714285714286
Sweden,SWE,"Mar 20, 2020",10,0,3,393.2857142857143
Sweden,SWE,"Mar 21, 2020",16,6,4,270.7142857142857
Sweden,SWE,"Mar 22, 2020",20,4,5,135.57142857142858
Sweden,SWE,"Mar 23, 2020",21,1,6,2.5714285714285716
Sweden,SWE,"Mar 24, 2020",25,4,7,2.5714285714285716
Sweden,SWE,"Mar 25, 2020",36,11,8,4.0
Sweden,SWE,"Mar 26, 2020",42,6,9,4.571428571428571
Sweden,SWE,"Mar 27, 2020",66,24,10,8.0
Sweden,SWE,"Mar 28, 2020",92,26,11,10.857142857142858
Sweden,SWE,"Mar 29, 2020",102,10,12,11.714285714285714
Sweden,SWE,"Mar 30, 2020",110,8,13,12.714285714285714
Sweden,SWE,"Mar 31, 2020",146,36,14,17.285714285714285
Sweden,SWE,"Apr 1, 2020",180,34,15,20.571428571428573
Sweden,SWE,"Apr 2, 2020",239,59,16,28.142857142857142
Sweden,SWE,"Apr 3, 2020",282,43,17,30.857142857142858
Sweden,SWE,"Apr 4, 2020",333,51,18,34.42857142857143
Switzerland,CHE,"Mar 14, 2020",7,3,0,33.42857142857143
Switzerland,CHE,"Mar 15, 2020",11,4,1,32.857142857142854
Switzerland,CHE,"Mar 16, 2020",13,2,2,28.0
Switzerland,CHE,"Mar 17, 2020",14,1,3,23.285714285714285
Switzerland,CHE,"Mar 18, 2020",19,5,4,15.571428571428571
Switzerland,CHE,"Mar 19, 2020",21,2,5,9.714285714285714
Switzerland,CHE,"Mar 20, 2020",33,12,6,4.142857142857143
Switzerland,CHE,"Mar 21, 2020",43,10,7,5.142857142857143
Switzerland,CHE,"Mar 22, 2020",56,13,8,6.428571428571429
Switzerland,CHE,"Mar 23, 2020",60,4,9,6.714285714285714
Switzerland,CHE,"Mar 24, 2020",66,6,10,7.428571428571429
Switzerland,CHE,"Mar 25, 2020",86,20,11,9.571428571428571
Switzerland,CHE,"Mar 26, 2020",103,17,12,11.714285714285714
Switzerland,CHE,"Mar 27, 2020",161,58,13,18.285714285714285
Switzerland,CHE,"Mar 28, 2020",197,36,14,22.0
Switzerland,CHE,"Mar 29, 2020",235,38,15,25.571428571428573
Switzerland,CHE,"Mar 30, 2020",257,22,16,28.142857142857142
Switzerland,CHE,"Mar 31, 2020",295,38,17,32.714285714285715
Switzerland,CHE,"Apr 1, 2020",373,78,18,41.0
Switzerland,CHE,"Apr 2, 2020",378,5,19,39.285714285714285
Switzerland,CHE,"Apr 3, 2020",536,158,20,53.57142857142857
Switzerland,CHE,"Apr 4, 2020",607,71,21,58.57142857142857
Taiwan,TWN,"Mar 30, 2020",5,3,0,53.57142857142857
Taiwan,TWN,"Mar 31, 2020",5,0,1,50.42857142857143
Taiwan,TWN,"Apr 1, 2020",5,0,2,45.0
Taiwan,TWN,"Apr 2, 2020",5,0,3,33.857142857142854
Taiwan,TWN,"Apr 3, 2020",5,0,4,33.142857142857146
Taiwan,TWN,"Apr 4, 2020",5,0,5,10.571428571428571
Thailand,THA,"Mar 24, 2020",4,3,0,0.8571428571428571
Thailand,THA,"Mar 25, 2020",4,0,1,0.42857142857142855
Thailand,THA,"Mar 26, 2020",4,0,2,0.42857142857142855
Thailand,THA,"Mar 27, 2020",5,1,3,0.5714285714285714
Thailand,THA,"Mar 28, 2020",5,0,4,0.5714285714285714
Thailand,THA,"Mar 29, 2020",6,1,5,0.7142857142857143
Thailand,THA,"Mar 30, 2020",7,1,6,0.8571428571428571
Thailand,THA,"Mar 31, 2020",10,3,7,0.8571428571428571
Thailand,THA,"Apr 1, 2020",10,0,8,0.8571428571428571
Thailand,THA,"Apr 2, 2020",12,2,9,1.1428571428571428
Thailand,THA,"Apr 3, 2020",15,3,10,1.4285714285714286
Thailand,THA,"Apr 4, 2020",19,4,11,2.0
Tunisia,TUN,"Apr 3, 2020",13,3,0,2.2857142857142856
Tunisia,TUN,"Apr 4, 2020",13,0,1,2.142857142857143
Turkey,TUR,"Mar 20, 2020",4,3,0,2.142857142857143
Turkey,TUR,"Mar 21, 2020",9,5,1,2.857142857142857
Turkey,TUR,"Mar 22, 2020",21,12,2,4.285714285714286
Turkey,TUR,"Mar 23, 2020",30,9,3,5.142857142857143
Turkey,TUR,"Mar 24, 2020",37,7,4,5.571428571428571
Turkey,TUR,"Mar 25, 2020",44,7,5,6.142857142857143
Turkey,TUR,"Mar 26, 2020",59,15,6,8.285714285714286
Turkey,TUR,"Mar 27, 2020",75,16,7,10.142857142857142
Turkey,TUR,"Mar 28, 2020",92,17,8,11.857142857142858
Turkey,TUR,"Mar 29, 2020",108,16,9,12.428571428571429
Turkey,TUR,"Mar 30, 2020",131,23,10,14.428571428571429
Turkey,TUR,"Mar 31, 2020",168,37,11,18.714285714285715
Turkey,TUR,"Apr 1, 2020",214,46,12,24.285714285714285
Turkey,TUR,"Apr 2, 2020",277,63,13,31.142857142857142
Turkey,TUR,"Apr 3, 2020",356,79,14,40.142857142857146
Turkey,TUR,"Apr 4, 2020",425,69,15,47.57142857142857
Ukraine,UKR,"Mar 29, 2020",8,3,0,45.714285714285715
Ukraine,UKR,"Mar 30, 2020",9,1,1,42.57142857142857
Ukraine,UKR,"Mar 31, 2020",11,2,2,37.57142857142857
Ukraine,UKR,"Apr 1, 2020",13,2,3,31.285714285714285
Ukraine,UKR,"Apr 2, 2020",20,7,4,23.285714285714285
Ukraine,UKR,"Apr 3, 2020",20,0,5,12.0
Ukraine,UKR,"Apr 4, 2020",23,3,6,2.5714285714285716
United Arab Emirates,ARE,"Mar 31, 2020",5,3,0,2.5714285714285716
United Arab Emirates,ARE,"Apr 1, 2020",6,1,1,2.5714285714285716
United Arab Emirates,ARE,"Apr 2, 2020",6,0,2,2.2857142857142856
United Arab Emirates,ARE,"Apr 3, 2020",8,2,3,2.2857142857142856
United Arab Emirates,ARE,"Apr 4, 2020",8,0,4,1.2857142857142858
United Kingdom,GBR,"Mar 13, 2020",10,4,0,1.8571428571428572
United Kingdom,GBR,"Mar 14, 2020",10,0,1,1.4285714285714286
United Kingdom,GBR,"Mar 15, 2020",21,11,2,2.5714285714285716
United Kingdom,GBR,"Mar 16, 2020",35,14,3,4.428571428571429
United Kingdom,GBR,"Mar 17, 2020",55,20,4,7.285714285714286
United Kingdom,GBR,"Mar 18, 2020",60,5,5,7.714285714285714
United Kingdom,GBR,"Mar 19, 2020",103,43,6,13.857142857142858
United Kingdom,GBR,"Mar 20, 2020",144,41,7,19.142857142857142
United Kingdom,GBR,"Mar 21, 2020",177,33,8,23.857142857142858
United Kingdom,GBR,"Mar 22, 2020",233,56,9,30.285714285714285
United Kingdom,GBR,"Mar 23, 2020",281,48,10,35.142857142857146
United Kingdom,GBR,"Mar 24, 2020",335,54,11,40.0
United Kingdom,GBR,"Mar 25, 2020",422,87,12,51.714285714285715
United Kingdom,GBR,"Mar 26, 2020",463,41,13,51.42857142857143
United Kingdom,GBR,"Mar 27, 2020",578,115,14,62.0
United Kingdom,GBR,"Mar 28, 2020",759,181,15,83.14285714285714
United Kingdom,GBR,"Mar 29, 2020",1019,260,16,112.28571428571429
United Kingdom,GBR,"Mar 30, 2020",1228,209,17,135.28571428571428
United Kingdom,GBR,"Mar 31, 2020",1408,180,18,153.28571428571428
United Kingdom,GBR,"Apr 1, 2020",1789,381,19,195.28571428571428
United Kingdom,GBR,"Apr 2, 2020",2532,743,20,295.57142857142856
United Kingdom,GBR,"Apr 3, 2020",2921,389,21,334.7142857142857
United Kingdom,GBR,"Apr 4, 2020",3605,684,22,406.57142857142856
United States,USA,"Mar 3, 2020",6,4,0,370.0
United States,USA,"Mar 4, 2020",9,3,1,340.57142857142856
United States,USA,"Mar 5, 2020",11,2,2,315.14285714285717
United States,USA,"Mar 6, 2020",12,1,3,260.85714285714283
United States,USA,"Mar 7, 2020",14,2,4,155.0
United States,USA,"Mar 8, 2020",17,3,5,99.85714285714286
United States,USA,"Mar 9, 2020",21,4,6,2.7142857142857144
United States,USA,"Mar 10, 2020",26,5,7,2.857142857142857
United States,USA,"Mar 11, 2020",28,2,8,2.7142857142857144
United States,USA,"Mar 12, 2020",30,2,9,2.7142857142857144
United States,USA,"Mar 13, 2020",40,10,10,4.0
United States,USA,"Mar 14, 2020",47,7,11,4.714285714285714
United States,USA,"Mar 15, 2020",57,10,12,5.714285714285714
United States,USA,"Mar 16, 2020",69,12,13,6.857142857142857
United States,USA,"Mar 17, 2020",85,16,14,8.428571428571429
United States,USA,"Mar 18, 2020",108,23,15,11.428571428571429
United States,USA,"Mar 19, 2020",150,42,16,17.142857142857142
United States,USA,"Mar 20, 2020",150,0,17,15.714285714285714
United States,USA,"Mar 21, 2020",260,110,18,30.428571428571427
United States,USA,"Mar 22, 2020",340,80,19,40.42857142857143
United States,USA,"Mar 23, 2020",471,131,20,57.42857142857143
United States,USA,"Mar 24, 2020",590,119,21,72.14285714285714
United States,USA,"Mar 25, 2020",801,211,22,99.0
United States,USA,"Mar 26, 2020",1050,249,23,128.57142857142858
United States,USA,"Mar 27, 2020",1296,246,24,163.71428571428572
United States,USA,"Mar 28, 2020",1707,411,25,206.71428571428572
United States,USA,"Mar 29, 2020",2191,484,26,264.42857142857144
United States,USA,"Mar 30, 2020",2509,318,27,291.14285714285717
United States,USA,"Mar 31, 2020",3170,661,28,368.57142857142856
United States,USA,"Apr 1, 2020",4079,909,29,468.2857142857143
United States,USA,"Apr 2, 2020",5138,1059,30,584.0
United States,USA,"Apr 3, 2020",6053,915,31,679.5714285714286
United States,USA,"Apr 4, 2020",7157,1104,32,778.5714285714286
